-912.785360191549	233.103088868995	524.001008981059
-912.791686160388	233.105780704966	524.028704111666
-912.798042047855	233.111719341145	524.061690610812
-912.800699261035	233.12092708596	524.095981144539
-912.796798450791	233.132436973462	524.127640436326
-912.785809849803	233.144558722037	524.154463358501
-912.768409597203	233.15537542983	524.175372252728
-912.746521663638	233.163393489754	524.190519750271
-912.721587357107	233.167528621231	524.200469627843
-912.695765220148	233.167333044992	524.206704942239
-912.67089952282	233.162842847657	524.21107171369
-912.648157157313	233.154056495415	524.215350152282
-912.626875393356	233.140255309275	524.220056205446
-912.605099114888	233.120365818632	524.22505552541
-912.579790382414	233.092731654546	524.229481968681
-912.548301741638	233.05595323314	524.232268194877
-912.509405033643	233.009499808463	524.233223728148
-912.465465119216	232.954270929889	524.234183815206
-912.421155245003	232.892750665282	524.238137980959
-912.383073904492	232.828220117628	524.248934045175
-912.357743430758	232.764070309965	524.270443012747
-912.349997161939	232.702960071652	524.305281215996
-912.361933001919	232.645970913406	524.354594395177
-912.393137628606	232.592773512136	524.418194478019
-912.442300768819	232.542076017278	524.495581584223
-912.507363100807	232.49226670739	524.585955581848
-912.585975255195	232.441681478906	524.68808327947
-912.676168827781	232.389016209746	524.800797693733
-912.775075907166	232.333025900592	524.921872848212
-912.87830058073	232.272417977814	525.047813968868
-912.98089206185	232.206489771071	525.174522751799
-913.078049594637	232.13471191106	525.298110767716
-913.165238491326	232.057043942014	525.415098340283
-913.240659654978	231.974223631644	525.524542513611
-913.303927445997	231.887344622719	525.627041643043
-913.356049059142	231.797864591325	525.724597709755
-913.399727122751	231.707544448194	525.820361420125
-913.438248931775	231.618175570283	525.917780111327
-913.475012547671	231.531636240955	526.020017493725
-913.512568356174	231.449354248916	526.128934873817
-913.551895873112	231.372210211417	526.245087429973
-913.592777250172	231.300528969534	526.367820366154
-913.63447907863	231.234122221723	526.49646588338
-913.676785515524	231.172764950936	526.630749866965
-913.720363185132	231.116222148444	526.771438788151
-913.765351551339	231.063882303488	526.918812990331
-913.811679520674	231.015110454741	527.072781787468
-913.858413267782	230.968843901204	527.232389422059
-913.903122862191	230.923656267393	527.394941573684
-913.942665097981	230.877713168795	527.557018978846
-913.972996198395	230.829200092087	527.714175031021
-913.98958546615	230.776409988507	527.861796707132
-913.989151252094	230.717983255961	527.996253073801
-913.971258042559	230.653711200847	528.116326634627
-913.938347211707	230.58440096916	528.223544106539
-913.895250990139	230.511564183777	528.321459516332
-913.8470882087	230.437046693144	528.414221426892
-913.799080756548	230.362753673211	528.506421169054
-913.754726162516	230.290001651014	528.601367752368
-913.715737994206	230.219482166497	528.701164273024
-913.682595651369	230.151420503384	528.806834043191
-913.6543080972	230.085468822103	528.918164131762
-913.629856077691	230.021239120482	529.034840056662
-913.607936778982	229.958080118233	529.156214696066
-913.587113961313	229.895105140518	529.281012269269
-913.565026832408	229.831205922839	529.407195654283
-913.538648128914	229.764887600848	529.5318131981
-913.503825927241	229.694257298149	529.650985903696
-913.456408366162	229.617349281915	529.760735188608
-913.392842337806	229.532201864878	529.857518769482
-913.311676143304	229.437656828231	529.939623160377
-913.213184006265	229.333094384188	530.006785747338
-913.099796880286	229.218871531439	530.060584294006
-912.976296047164	229.09622351415	530.104311492299
-912.847694576032	228.96687689094	530.141537865048
-912.717215537037	228.832059124978	530.174438919387
-912.585360576856	228.692534565096	530.203214145766
-912.449916230808	228.548131435333	530.226004269567
-912.308639199076	228.39898240474	530.24084705977
-912.16009087825	228.245706644693	530.246536337312
-912.00556536265	228.090163784741	530.243769370993
-911.84791962763	227.934837099826	530.234382845082
-911.69197182099	227.783152639161	530.221543585657
-911.543268642354	227.638813164783	530.20890769874
-911.407398111862	227.505599735105	530.200482063695
-911.28927963894	227.386682645893	530.200167980162
-911.192573483822	227.284289651892	530.211584957138
-911.119375862495	227.199649979142	530.237951842405
-911.071241732229	227.133234155058	530.282175765561
-911.048281230574	227.084248477285	530.346339652399
-911.049996588083	227.050996481752	530.431630049401
-911.074220875589	227.030904405118	530.537739214141
-911.117340857995	227.020787874201	530.662690361674
-911.173481712019	227.016614521448	530.801991990791
-911.234260507016	227.013627599471	530.948672852789
-911.28970084092	227.006619161999	531.094024236418
-911.329889624584	226.990617183224	531.229323967053
-911.347561347343	226.961376157179	531.347637896603
-911.338228373031	226.91610907353	531.444803315131
-911.301083907644	226.853855292557	531.51971231262
-911.238220510697	226.775476606052	531.573894456909
-911.153728943441	226.683151902811	531.610726403725
-911.053106337611	226.580021777734	531.634569865516
-910.940779910365	226.468796577919	531.648688104402
-910.82056627825	226.351734956868	531.65582557141
-910.695558864694	226.230458548071	531.657822600125
-910.568538373087	226.105832834029	531.655856644719
-910.442452778709	225.978784647936	531.65106915446
-910.32190495962	225.850343062798	531.645577128453
-910.211698236259	225.722054424598	531.641668252355
-910.116062471537	225.595405678015	531.641323124785
-910.036905446661	225.471265357025	531.644971069121
-909.974286433596	225.349756323023	531.652079596748
-909.926314214328	225.230550876156	531.661414494988
-909.89096142835	225.113285976567	531.672164132829
-909.866702176576	224.998272622376	531.684468491515
-909.853154441306	224.886751461616	531.699992872138
-909.850576564464	224.780490123525	531.720722533304
-909.860322050885	224.682127753289	531.749951201743
-909.88370829718	224.594196037027	531.790491996604
-909.921545402512	224.519058265961	531.844704698887
-909.973135990118	224.458256321743	531.913573013706
-910.037545665851	224.412223800699	531.997345952995
-910.112797285805	224.380170668831	532.0953532822
-910.197383655284	224.360487983217	532.206966564679
-910.289628438224	224.350897699743	532.33129407952
-910.387733782009	224.348906397255	532.467078185406
-910.489748842161	224.35169192508	532.612492740999
-910.591890984017	224.35613508068	532.764125952755
-910.688710989863	224.358764661296	532.916719269397
-910.773455014531	224.356296500958	533.063874714825
-910.838742172146	224.345674282562	533.198545599795
-910.878287253245	224.324841017364	533.314658264801
-910.887810593726	224.293120599238	533.407822713752
-910.867535573511	224.251539480664	533.476985054911
-910.820715653703	224.202520184106	533.524071458514
-910.754386226093	224.149457977241	533.55390689862
-910.676903886021	224.096204320012	533.572739013526
-910.597534843626	224.046778345953	533.587452065362
-910.52381604662	224.004591154947	533.603534387179
-910.462526568338	223.972791497126	533.625720990117
